peptide_id,organism,recovery_status,censor_type,recovered_min_uM,recovered_max_uM
491,Streptococcus pneumoniae,recovered,ranged,8.19,16.4
493,Acinetobacter baumannii,recovered,ranged,4.6,6.6
493,Pseudomonas aeruginosa,recovered,censored,100.0,inf
499,Pseudomonas aeruginosa,recovered,censored,35.0,inf
505,Bacillus cereus,recovered,censored,38.8,inf
505,Staphylococcus aureus,recovered,censored,38.8,inf
506,Bacillus megaterium,recovered,ranged,2.5,3.0
506,Klebsiella pneumoniae,recovered,censored,200.0,inf
508,Bacillus subtilis,recovered,censored,100.0,inf
508,Escherichia coli,recovered,censored,100.0,inf
509,Bacillus subtilis,recovered,censored,100.0,inf
509,Escherichia coli,recovered,censored,100.0,inf
510,Bacillus subtilis,recovered,censored,100.0,inf
510,Escherichia coli,recovered,censored,100.0,inf
512,Escherichia coli,recovered,censored,100.0,inf
514,Escherichia coli,recovered,censored,100.0,inf
516,Escherichia coli,recovered,censored,125.0,inf
518,Escherichia coli,recovered,censored,125.0,inf
528,Bacillus megaterium,recovered,censored,32.0,inf
528,Escherichia coli,recovered,censored,32.0,inf
528,Pseudomonas aeruginosa,recovered,censored,32.0,inf
528,Salmonella enterica,recovered,censored,32.0,inf
528,Staphylococcus aureus,recovered,censored,32.0,inf
532,Bacillus megaterium,recovered,ranged,1.0,2.0
533,Staphylococcus aureus,recovered,ranged,2.0,4.0
537,Bacillus megaterium,recovered,censored,32.0,inf
537,Escherichia coli,recovered,censored,32.0,inf
537,Pseudomonas aeruginosa,recovered,censored,32.0,inf
537,Salmonella enterica,recovered,censored,32.0,inf
537,Staphylococcus aureus,recovered,censored,32.0,inf
540,Escherichia coli,recovered,ranged,2.0,4.0
540,Staphylococcus aureus,recovered,censored,32.0,inf
541,Escherichia coli,recovered,ranged,4.0,8.0
541,Pseudomonas aeruginosa,recovered,ranged,4.0,8.0
542,Staphylococcus aureus,recovered,censored,32.0,inf
546,Salmonella enterica,recovered,censored,32.0,inf
546,Staphylococcus aureus,recovered,censored,32.0,inf
547,Bacillus megaterium,recovered,ranged,0.5,1.0
547,Escherichia coli,recovered,ranged,0.5,1.0
548,Salmonella enterica,recovered,ranged,2.0,4.0
549,Salmonella enterica,recovered,ranged,0.5,1.0
550,Pseudomonas aeruginosa,recovered,censored,40.0,inf
552,Salmonella enterica,recovered,ranged,2.0,4.0
553,Staphylococcus aureus,recovered,censored,32.0,inf
554,Bacillus megaterium,recovered,censored,32.0,inf
554,Pseudomonas aeruginosa,recovered,censored,32.0,inf
554,Salmonella enterica,recovered,censored,32.0,inf
554,Staphylococcus aureus,recovered,censored,32.0,inf
555,Bacillus megaterium,recovered,ranged,1.0,2.0
557,Pseudomonas aeruginosa,recovered,censored,45.0,inf
558,Streptococcus gordonii,recovered,ranged,29.2,45.9
558,Streptococcus sanguinis,recovered,ranged,58.3,91.7
561,Pseudomonas aeruginosa,recovered,censored,35.0,inf
564,Bacillus subtilis,recovered,censored,56.9,inf
564,Staphylococcus aureus,recovered,censored,100.0,inf
567,Arthrobacter globiformis,recovered,censored,70.0,inf
567,Pseudomonas aeruginosa,recovered,censored,70.0,inf
568,Arthrobacter globiformis,recovered,censored,70.0,inf
568,Pseudomonas aeruginosa,recovered,censored,70.0,inf
569,Campylobacter jejuni,recovered,censored,76.7,inf
569,Flavobacterium psychrophilum,recovered,censored,76.7,inf
569,Listeria monocytogenes,recovered,censored,76.7,inf
569,Mycobacterium avium,recovered,censored,38.3,inf
569,Mycobacterium tuberculosis,recovered,censored,38.3,inf
569,Salmonella enterica,recovered,censored,38.3,inf
569,Stenotrophomonas maltophilia,recovered,ranged,0.599,4.79
570,Pseudomonas aeruginosa,recovered,censored,128.0,inf
570,Staphylococcus epidermidis,recovered,censored,128.0,inf
571,Erwinia amylovora,recovered,censored,0.0,1.0
571,Mycobacterium avium,recovered,censored,32.0,inf
571,Mycobacterium tuberculosis,recovered,censored,32.0,inf
571,Pseudomonas syringae,recovered,censored,0.0,1.0
571,Xanthomonas vesicatoria,recovered,censored,0.0,1.0
572,Mycobacterium avium,recovered,censored,33.5,inf
572,Mycobacterium tuberculosis,recovered,censored,33.5,inf
572,Staphylococcus aureus,recovered,censored,100.0,inf
573,Bacillus subtilis,recovered,censored,50.0,inf
573,Micrococcus luteus,recovered,censored,0.0,1.0
573,Staphylococcus aureus,recovered,censored,26.1,inf
606,Corynebacterium striatum,recovered,ranged,96.2,144.0
615,Escherichia coli,recovered,censored,50.0,inf
615,Staphylococcus aureus,recovered,censored,50.0,inf
617,Escherichia coli,recovered,censored,50.0,inf
617,Staphylococcus aureus,recovered,censored,50.0,inf
620,Staphylococcus aureus,recovered,censored,50.0,inf
626,Proteus mirabilis,recovered,censored,78.4,inf
627,Bacillus subtilis,recovered,censored,207.0,inf
627,Escherichia coli,recovered,censored,207.0,inf
627,Klebsiella pneumoniae,recovered,censored,207.0,inf
627,Micrococcus luteus,recovered,censored,207.0,inf
627,Proteus mirabilis,recovered,censored,207.0,inf
627,Pseudomonas aeruginosa,recovered,censored,207.0,inf
627,Salmonella typhimurium,recovered,censored,207.0,inf
627,Shigella dysenteriae,recovered,censored,207.0,inf
627,Staphylococcus aureus,recovered,censored,207.0,inf
627,Staphylococcus epidermidis,recovered,censored,207.0,inf
628,Enterococcus faecium,recovered,censored,8.0,inf
628,Streptococcus agalactiae,recovered,ranged,1.0,4.0
629,Enterococcus faecium,recovered,censored,8.0,inf
629,Streptococcus agalactiae,recovered,ranged,2.0,8.0
632,Bacillus subtilis,recovered,censored,169.0,inf
632,Escherichia coli,recovered,censored,169.0,inf
632,Klebsiella pneumoniae,recovered,censored,169.0,inf
632,Micrococcus luteus,recovered,censored,169.0,inf
632,Proteus mirabilis,recovered,censored,169.0,inf
632,Pseudomonas aeruginosa,recovered,censored,169.0,inf
632,Salmonella typhimurium,recovered,censored,169.0,inf
632,Shigella dysenteriae,recovered,censored,169.0,inf
632,Staphylococcus aureus,recovered,censored,169.0,inf
632,Staphylococcus epidermidis,recovered,censored,169.0,inf
633,Bacillus subtilis,recovered,censored,156.0,inf
633,Escherichia coli,recovered,censored,156.0,inf
633,Klebsiella pneumoniae,recovered,censored,156.0,inf
633,Micrococcus luteus,recovered,censored,156.0,inf
633,Proteus mirabilis,recovered,censored,156.0,inf
633,Pseudomonas aeruginosa,recovered,censored,156.0,inf
633,Salmonella typhimurium,recovered,censored,156.0,inf
633,Shigella dysenteriae,recovered,censored,156.0,inf
633,Staphylococcus aureus,recovered,censored,156.0,inf
633,Staphylococcus epidermidis,recovered,censored,156.0,inf
634,Proteus mirabilis,recovered,censored,144.0,inf
635,Bacillus subtilis,recovered,censored,177.0,inf
635,Klebsiella pneumoniae,recovered,censored,177.0,inf
635,Micrococcus luteus,recovered,censored,177.0,inf
635,Proteus mirabilis,recovered,censored,177.0,inf
635,Pseudomonas aeruginosa,recovered,censored,177.0,inf
635,Salmonella typhimurium,recovered,censored,177.0,inf
635,Staphylococcus epidermidis,recovered,censored,177.0,inf
636,Bacillus subtilis,recovered,censored,149.0,inf
636,Escherichia coli,recovered,censored,149.0,inf
636,Klebsiella pneumoniae,recovered,censored,149.0,inf
636,Micrococcus luteus,recovered,censored,149.0,inf
636,Proteus mirabilis,recovered,censored,149.0,inf
636,Pseudomonas aeruginosa,recovered,censored,149.0,inf
636,Salmonella typhimurium,recovered,censored,149.0,inf
636,Shigella dysenteriae,recovered,censored,149.0,inf
636,Staphylococcus aureus,recovered,censored,149.0,inf
636,Staphylococcus epidermidis,recovered,censored,149.0,inf
637,Bacillus subtilis,recovered,censored,152.0,inf
637,Escherichia coli,recovered,censored,152.0,inf
637,Klebsiella pneumoniae,recovered,censored,152.0,inf
637,Micrococcus luteus,recovered,censored,152.0,inf
637,Proteus mirabilis,recovered,censored,152.0,inf
637,Pseudomonas aeruginosa,recovered,censored,152.0,inf
637,Salmonella typhimurium,recovered,censored,152.0,inf
637,Shigella dysenteriae,recovered,censored,152.0,inf
637,Staphylococcus aureus,recovered,censored,152.0,inf
637,Staphylococcus epidermidis,recovered,censored,152.0,inf
638,Bacillus subtilis,recovered,censored,147.0,inf
638,Escherichia coli,recovered,censored,147.0,inf
638,Klebsiella pneumoniae,recovered,censored,147.0,inf
638,Micrococcus luteus,recovered,censored,147.0,inf
638,Proteus mirabilis,recovered,censored,147.0,inf
638,Pseudomonas aeruginosa,recovered,censored,147.0,inf
638,Salmonella typhimurium,recovered,censored,147.0,inf
638,Shigella dysenteriae,recovered,censored,147.0,inf
638,Staphylococcus aureus,recovered,censored,147.0,inf
638,Staphylococcus epidermidis,recovered,censored,147.0,inf
639,Bacillus subtilis,recovered,censored,141.0,inf
639,Escherichia coli,recovered,censored,141.0,inf
639,Klebsiella pneumoniae,recovered,censored,141.0,inf
639,Micrococcus luteus,recovered,censored,141.0,inf
639,Proteus mirabilis,recovered,censored,141.0,inf
639,Pseudomonas aeruginosa,recovered,censored,141.0,inf
639,Salmonella typhimurium,recovered,censored,141.0,inf
639,Shigella dysenteriae,recovered,censored,141.0,inf
639,Staphylococcus aureus,recovered,censored,141.0,inf
639,Staphylococcus epidermidis,recovered,censored,141.0,inf
641,Proteus mirabilis,recovered,censored,134.0,inf
641,Pseudomonas aeruginosa,recovered,censored,134.0,inf
641,Salmonella typhimurium,recovered,censored,134.0,inf
642,Proteus mirabilis,recovered,censored,152.0,inf
642,Salmonella typhimurium,recovered,censored,152.0,inf
643,Proteus mirabilis,recovered,censored,140.0,inf
644,Klebsiella pneumoniae,recovered,censored,164.0,inf
644,Proteus mirabilis,recovered,censored,164.0,inf
644,Pseudomonas aeruginosa,recovered,censored,164.0,inf
644,Salmonella typhimurium,recovered,censored,164.0,inf
644,Shigella dysenteriae,recovered,censored,164.0,inf
645,Proteus mirabilis,recovered,censored,160.0,inf
645,Pseudomonas aeruginosa,recovered,censored,160.0,inf
645,Salmonella typhimurium,recovered,censored,160.0,inf
646,Proteus mirabilis,recovered,censored,153.0,inf
646,Pseudomonas aeruginosa,recovered,censored,153.0,inf
646,Salmonella typhimurium,recovered,censored,153.0,inf
646,Shigella dysenteriae,recovered,censored,153.0,inf
651,Bacillus subtilis,recovered,censored,160.0,inf
651,Escherichia coli,recovered,censored,160.0,inf
651,Klebsiella pneumoniae,recovered,censored,160.0,inf
651,Micrococcus luteus,recovered,censored,160.0,inf
651,Proteus mirabilis,recovered,censored,160.0,inf
651,Pseudomonas aeruginosa,recovered,censored,160.0,inf
651,Salmonella typhimurium,recovered,censored,160.0,inf
651,Shigella dysenteriae,recovered,censored,160.0,inf
651,Staphylococcus aureus,recovered,censored,160.0,inf
651,Staphylococcus epidermidis,recovered,censored,160.0,inf
653,Micrococcus luteus,recovered,censored,164.0,inf
653,Proteus mirabilis,recovered,censored,164.0,inf
653,Pseudomonas aeruginosa,recovered,censored,164.0,inf
653,Salmonella typhimurium,recovered,censored,164.0,inf
653,Shigella dysenteriae,recovered,censored,164.0,inf
653,Staphylococcus epidermidis,recovered,censored,164.0,inf
654,Bacillus subtilis,recovered,censored,161.0,inf
654,Escherichia coli,recovered,censored,161.0,inf
654,Klebsiella pneumoniae,recovered,censored,161.0,inf
654,Micrococcus luteus,recovered,censored,161.0,inf
654,Proteus mirabilis,recovered,censored,161.0,inf
654,Pseudomonas aeruginosa,recovered,censored,161.0,inf
654,Salmonella typhimurium,recovered,censored,161.0,inf
654,Shigella dysenteriae,recovered,censored,161.0,inf
654,Staphylococcus aureus,recovered,censored,161.0,inf
654,Staphylococcus epidermidis,recovered,censored,161.0,inf
655,Proteus mirabilis,recovered,censored,158.0,inf
656,Bacillus subtilis,recovered,censored,154.0,inf
656,Escherichia coli,recovered,censored,154.0,inf
656,Klebsiella pneumoniae,recovered,censored,154.0,inf
656,Micrococcus luteus,recovered,censored,154.0,inf
656,Proteus mirabilis,recovered,censored,154.0,inf
656,Pseudomonas aeruginosa,recovered,censored,154.0,inf
656,Salmonella typhimurium,recovered,censored,154.0,inf
656,Shigella dysenteriae,recovered,censored,154.0,inf
656,Staphylococcus aureus,recovered,censored,154.0,inf
656,Staphylococcus epidermidis,recovered,censored,154.0,inf
659,Escherichia coli,recovered,ranged,2.94,6.12
659,Klebsiella pneumoniae,recovered,ranged,2.94,6.12
659,Pseudomonas aeruginosa,recovered,ranged,6.12,12.2
659,Staphylococcus aureus,recovered,ranged,6.12,12.2
662,Pseudomonas aeruginosa,recovered,censored,100.0,inf
662,Salmonella typhimurium,recovered,censored,100.0,inf
662,Staphylococcus aureus,recovered,censored,100.0,inf
663,Proteus mirabilis,recovered,censored,156.0,inf
663,Pseudomonas aeruginosa,recovered,censored,156.0,inf
664,Bacillus subtilis,recovered,censored,161.0,inf
664,Escherichia coli,recovered,censored,161.0,inf
664,Klebsiella pneumoniae,recovered,censored,161.0,inf
664,Micrococcus luteus,recovered,censored,161.0,inf
664,Proteus mirabilis,recovered,censored,161.0,inf
664,Pseudomonas aeruginosa,recovered,censored,161.0,inf
664,Salmonella typhimurium,recovered,censored,161.0,inf
664,Shigella dysenteriae,recovered,censored,161.0,inf
664,Staphylococcus aureus,recovered,censored,161.0,inf
664,Staphylococcus epidermidis,recovered,censored,161.0,inf
665,Proteus mirabilis,recovered,censored,164.0,inf
665,Pseudomonas aeruginosa,recovered,censored,164.0,inf
665,Salmonella typhimurium,recovered,censored,164.0,inf
666,Proteus mirabilis,recovered,censored,162.0,inf
666,Salmonella typhimurium,recovered,censored,162.0,inf
666,Staphylococcus epidermidis,recovered,censored,162.0,inf
667,Proteus mirabilis,recovered,censored,159.0,inf
667,Pseudomonas aeruginosa,recovered,censored,159.0,inf
667,Salmonella typhimurium,recovered,censored,159.0,inf
668,Proteus mirabilis,recovered,censored,167.0,inf
668,Salmonella typhimurium,recovered,censored,167.0,inf
669,Escherichia coli,recovered,censored,165.0,inf
669,Klebsiella pneumoniae,recovered,censored,165.0,inf
669,Proteus mirabilis,recovered,censored,165.0,inf
669,Pseudomonas aeruginosa,recovered,censored,165.0,inf
669,Salmonella typhimurium,recovered,censored,165.0,inf
669,Staphylococcus epidermidis,recovered,censored,165.0,inf
670,Proteus mirabilis,recovered,censored,163.0,inf
670,Pseudomonas aeruginosa,recovered,censored,163.0,inf
670,Salmonella typhimurium,recovered,censored,163.0,inf
671,Proteus mirabilis,recovered,censored,145.0,inf
681,Enterococcus faecalis,recovered,ranged,93.9,188.0
681,Escherichia coli,recovered,ranged,6.01,11.6
681,Klebsiella pneumoniae,recovered,ranged,23.3,46.9
681,Pseudomonas aeruginosa,recovered,ranged,46.9,93.9
681,Staphylococcus aureus,recovered,ranged,93.9,188.0
691,Franconibacter helveticus,recovered,ranged,0.97,1.94
694,Aerococcus viridans,recovered,ranged,0.3,0.6
694,Bacillus subtilis,recovered,ranged,1.5,3.0
694,Clavibacter michiganensis,recovered,ranged,6.0,15.0
694,Micrococcus luteus,recovered,ranged,0.6,1.5
694,Salmonella typhimurium,recovered,ranged,3.0,6.0
694,Staphylococcus aureus,recovered,ranged,15.0,30.0
694,Xanthomonas campestris,recovered,ranged,3.0,6.0
695,Bibersteinia trehalosi,recovered,ranged,1.11,1.81
695,Corynebacterium pseudotuberculosis,recovered,censored,8.84,inf
695,Salmonella enterica,recovered,ranged,1.11,1.81
698,Agrobacterium tumefaciens,recovered,ranged,6.45,12.9
698,Bacillus megaterium,recovered,ranged,2.58,6.45
698,Brenneria salicis,recovered,ranged,6.45,12.9
698,Micrococcus luteus,recovered,ranged,2.58,6.45
698,Pseudomonas syringae,recovered,ranged,6.45,12.9
702,Staphylococcus aureus,recovered,censored,100.0,inf
708,Shigella flexneri,recovered,censored,34.4,inf
709,Bacillus cereus,recovered,censored,6.78,inf
709,Pseudomonas aeruginosa,recovered,censored,6.78,inf
709,Staphylococcus aureus,recovered,censored,6.78,inf
718,Escherichia coli,recovered,censored,125.0,inf
718,Staphylococcus aureus,recovered,censored,125.0,inf
719,Escherichia coli,recovered,censored,22.0,inf
719,Micrococcus luteus,recovered,censored,22.0,inf
719,Pseudomonas aeruginosa,recovered,censored,22.0,inf
721,Enterococcus faecalis,recovered,censored,168.0,inf
721,Enterococcus faecium,recovered,censored,116.0,inf
722,Enterococcus faecium,recovered,ranged,49.5,99.0
723,Enterobacter cloacae,recovered,censored,128.0,inf
723,Staphylococcus epidermidis,recovered,censored,128.0,inf
724,Enterococcus faecalis,recovered,censored,168.0,inf
724,Enterococcus faecium,recovered,censored,99.8,inf
733,Haemophilus Influenzae,recovered,ranged,1.98,7.99
733,Stenotrophomonas maltophilia,recovered,ranged,1.98,7.99
737,Mycobacterium avium,recovered,censored,81.9,inf
737,Mycobacterium tuberculosis,recovered,censored,81.9,inf
758,Aeromonas hydrophila,recovered,censored,20.0,inf
758,Burkholderia cepacia,recovered,censored,20.0,inf
758,Enterobacter cloacae,recovered,ranged,10.0,20.0
758,Klebsiella aerogenes,recovered,ranged,10.0,20.0
758,Klebsiella oxytoca,recovered,ranged,5.0,10.0
758,Klebsiella pneumoniae,recovered,ranged,2.5,5.0
758,Listeria monocytogenes,recovered,ranged,2.5,5.0
758,Micrococcus luteus,recovered,ranged,10.0,20.0
758,Moraxella catarrhalis,recovered,ranged,2.5,5.0
758,Neisseria gonorrhoeae,recovered,censored,20.0,inf
758,Pseudomonas aeruginosa,recovered,ranged,5.0,10.0
758,Serratia marcescens,recovered,censored,20.0,inf
758,Shigella flexneri,recovered,ranged,2.5,5.0
758,Staphylococcus epidermidis,recovered,ranged,5.0,10.0
758,Staphylococcus saprophyticus,recovered,ranged,5.0,10.0
758,Staphylococcus xylosus,recovered,censored,20.0,inf
758,Streptococcus agalactiae,recovered,ranged,1.25,2.5
758,Streptococcus dysgalactiae,recovered,ranged,2.5,5.0
758,Streptococcus equinus,recovered,ranged,1.25,2.5
758,Streptococcus mitis,recovered,ranged,1.25,2.5
758,Streptococcus pneumoniae,recovered,ranged,1.25,2.5
758,Streptococcus pyogenes,recovered,ranged,1.25,2.5
758,Vibrio cholerae,recovered,ranged,2.5,5.0
